#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2016-03-12-19-00-04
ts	uid	id_orig_h	id_orig_p	id_resp_h	id_resp_p	trans_depth	method	host	uri	referrer	version	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
1457828656.569561	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1727	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10187093333)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828656.648948	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1728	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10187093333)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16629	200	OK	-	-	-	(empty)	-	-	-	-	-	FInWJG3hHqZ0x1L8k4	-
1457828656.794744	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1729	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10190180000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828657.591830	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1730	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10190180000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	432731	200	OK	-	-	-	(empty)	-	-	-	-	-	FXIGdy2xemFXBNZ85f	-
1457828658.010813	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1731	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10207146666)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828658.122310	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1732	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10207146666)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16600	200	OK	-	-	-	(empty)	-	-	-	-	-	FXxY1d10DTq8UFmwc7	-
1457828658.271016	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1733	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10210200000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828659.475741	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1734	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10210200000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	549780	200	OK	-	-	-	(empty)	-	-	-	-	-	FMqDaFDeZ0EWxiDcd	-
1457828659.969150	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1735	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10227200000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828660.048438	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1736	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10227200000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16645	200	OK	-	-	-	(empty)	-	-	-	-	-	F4h8lv3vrOrur0RHx5	-
1457828660.200335	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1737	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10230220000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828661.501593	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1738	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10230220000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	470230	200	OK	-	-	-	(empty)	-	-	-	-	-	FH0CgZwsvPa5RSpm1	-
1457828662.015883	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1739	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10247253333)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828662.104967	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1740	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10247253333)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16625	200	OK	-	-	-	(empty)	-	-	-	-	-	F7w1yS184Bw8VF0oE5	-
1457828662.241398	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1741	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10250240000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828663.575528	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1742	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10250240000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	509507	200	OK	-	-	-	(empty)	-	-	-	-	-	FhfXEa4OLho6pWkTff	-
1457828664.088198	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1743	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10267306666)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828664.170165	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1744	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10267306666)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16605	200	OK	-	-	-	(empty)	-	-	-	-	-	FcfMeh2POo1wdnG9vj	-
1457828664.298149	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1745	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10270260000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828592.942024	CJPROo34W7gbofaDp8	10.180.226.118	49676	31.13.69.245	80	2	GET	scontent-iad3-1.cdninstagram.com	/t51.2885-15/e35/12783932_568201650012648_1805296567_n.jpg?se=7	-	-	Instagram 7.18.2 Android (22/5.1.1; 640dpi; 1440x2368; motorola; XT1585; kinzie; qcom; en_US)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1457828592.870971	CEf0sC43PcYhxHtk38	10.180.226.118	49677	31.13.69.245	80	3	GET	scontent-iad3-1.cdninstagram.com	/t51.2885-15/e35/12783190_204380383254643_959864160_n.jpg?se=7	-	-	Instagram 7.18.2 Android (22/5.1.1; 640dpi; 1440x2368; motorola; XT1585; kinzie; qcom; en_US)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1457828592.766940	CEf0sC43PcYhxHtk38	10.180.226.118	49677	31.13.69.245	80	2	GET	scontent-iad3-1.cdninstagram.com	/t51.2885-19/s150x150/12556116_1702822829990845_200917284_a.jpg	-	-	Instagram 7.18.2 Android (22/5.1.1; 640dpi; 1440x2368; motorola; XT1585; kinzie; qcom; en_US)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	FBBcsb4hlimmEvjjRc	-
1457828593.025649	CEf0sC43PcYhxHtk38	10.180.226.118	49677	31.13.69.245	80	4	GET	scontent-iad3-1.cdninstagram.com	/t51.2885-15/e35/12783849_1680636685557238_2146514340_n.jpg?se=7	-	-	Instagram 7.18.2 Android (22/5.1.1; 640dpi; 1440x2368; motorola; XT1585; kinzie; qcom; en_US)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1457828592.942013	CuIvHr2sCWqmlunc63	10.180.226.118	49675	31.13.69.245	80	2	GET	scontent-iad3-1.cdninstagram.com	/l/t51.2885-15/e35/12407623_943137062401000_343678388_n.jpg?se=7	-	-	Instagram 7.18.2 Android (22/5.1.1; 640dpi; 1440x2368; motorola; XT1585; kinzie; qcom; en_US)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1457828667.444273	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1746	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10270260000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	544478	200	OK	-	-	-	(empty)	-	-	-	-	-	Fgbv633zUHlaFTqZde	-
1457828668.124169	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1747	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10287360000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828668.193311	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1748	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10287360000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16623	200	OK	-	-	-	(empty)	-	-	-	-	-	FT4BDx4NVBTnNZ1OW4	-
1457828668.320673	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1749	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10290280000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828669.559028	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1750	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10290280000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	527023	200	OK	-	-	-	(empty)	-	-	-	-	-	FJLXhW3Bgt9x736Hld	-
1457828670.215432	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1751	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10307413333)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828670.296812	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1752	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10307413333)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16608	200	OK	-	-	-	(empty)	-	-	-	-	-	FSESUM54OiS3lkyc7	-
1457828670.432186	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1753	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10310300000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828670.544486	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1754	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10310300000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	366121	200	OK	-	-	-	(empty)	-	-	-	-	-	F69zPI1aAPIGSSsE4a	-
1457828670.971544	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1755	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10327466666)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828671.070319	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1756	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10327466666)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16645	200	OK	-	-	-	(empty)	-	-	-	-	-	FBhqStozpMNeQx0gh	-
1457828671.195606	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1757	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10330320000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828671.501052	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1758	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10330320000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	501715	200	OK	-	-	-	(empty)	-	-	-	-	-	FNEDgW2DGZhNQfam78	-
1457828672.112641	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1759	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10347520000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828672.184586	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1760	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10347520000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16636	200	OK	-	-	-	(empty)	-	-	-	-	-	FfyYOv2no3YFm0T3wc	-
1457828672.299155	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1761	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10350340000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828673.561877	C9MfsT2EdX5Ic4Jds5	10.180.226.118	49682	31.13.69.245	80	1	GET	scontent-iad3-1.cdninstagram.com	/t51.2885-15/e35/12825846_536914506469421_674887775_n.jpg?se=7	-	1.1	Instagram 7.18.2 Android (22/5.1.1; 640dpi; 1440x2368; motorola; XT1585; kinzie; qcom; en_US)	0	79671	200	OK	-	-	-	(empty)	-	-	-	-	-	F9cDrPIlVwWWH40m6	image/jpeg
1457828673.552768	CzubVvR0gDK3Iqghg	10.180.226.118	49680	31.13.69.245	80	1	GET	scontent-iad3-1.cdninstagram.com	/t51.2885-15/e35/12819080_987464647956648_1345340194_n.jpg?se=7	-	1.1	Instagram 7.18.2 Android (22/5.1.1; 640dpi; 1440x2368; motorola; XT1585; kinzie; qcom; en_US)	0	88939	200	OK	-	-	-	(empty)	-	-	-	-	-	FNKtYQ2tpYZ4KfiDTa	image/jpeg
1457828673.552963	CgxLwA1v8khUKtRj	10.180.226.118	49681	31.13.69.245	80	1	GET	scontent-iad3-1.cdninstagram.com	/t51.2885-15/e35/12825846_1692545587667981_113281827_n.jpg?se=7	-	1.1	Instagram 7.18.2 Android (22/5.1.1; 640dpi; 1440x2368; motorola; XT1585; kinzie; qcom; en_US)	0	171930	200	OK	-	-	-	(empty)	-	-	-	-	-	FCyLiC2KYVDnStV7Qk	image/jpeg
1457828711.612101	CpTRiv3gzdfTOIw8og	10.180.226.118	47733	54.239.22.175	80	1	POST	s.amazon-adsystem.com	/api3/update_dev_info?dt=android&app=kindle&appId=91aef7ae911d49339f76ec6ddde5b247&adId=AwGA3yokx0-Hvtr1NBIxpNo&oo=0&dinfo={"make":"motorola","model":"XT1080","os":"Android","osVersion":"4.4.4"}&aud=amazon.com&pkg={"v":"1146355777","lbl":"Amazon Kindle","vn":"4.21.0.65","pn":"com.amazon.kindle"}&sdkVer=amznAdSDK-android-5.4.75&idfa=28fe75c9-b779-4a71-add7-a04507a5c0c1	-	1.1	Dalvik/1.6.0 (Linux; U; Android 4.4.4; XT1080 Build/SU6-7.3)	0	86	200	OK	-	-	-	(empty)	-	-	-	-	-	FJyjEjkn121lGVfEh	text/json
1457828795.217241	C0eTaF0idVuBjl2ub	10.180.226.118	47171	23.62.236.112	80	1	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=11551540000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828795.484540	C0eTaF0idVuBjl2ub	10.180.226.118	47171	23.62.236.112	80	2	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=11551540000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	564941	200	OK	-	-	-	(empty)	-	-	-	-	-	FEFJd83Uc7rPvmj4Ch	-
1457828796.222838	C0eTaF0idVuBjl2ub	10.180.226.118	47171	23.62.236.112	80	3	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=11570773333)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828796.337364	C0eTaF0idVuBjl2ub	10.180.226.118	47171	23.62.236.112	80	4	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=11570773333)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16628	200	OK	-	-	-	(empty)	-	-	-	-	-	FKUIXL3zOw5OYxprCf	-
1457828796.476548	C0eTaF0idVuBjl2ub	10.180.226.118	47171	23.62.236.112	80	5	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=11571560000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828797.537457	C0eTaF0idVuBjl2ub	10.180.226.118	47171	23.62.236.112	80	6	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=11571560000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	590772	200	OK	-	-	-	(empty)	-	-	-	-	-	F7AaNl23WLFID2PXvg	-
1457828798.179744	C0eTaF0idVuBjl2ub	10.180.226.118	47171	23.62.236.112	80	7	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=11590826666)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828798.257930	C0eTaF0idVuBjl2ub	10.180.226.118	47171	23.62.236.112	80	8	GET	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=11590826666)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16606	200	OK	-	-	-	(empty)	-	-	-	-	-	Fpcsp726RNENelMbo9	-
1457828798.438161	C0eTaF0idVuBjl2ub	10.180.226.118	47171	23.62.236.112	80	9	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=11591580000)	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1457828720.385336	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1851	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(64000)/Fragments(audio_AACH_64k=10808746666)	-	-	Roku/DVP-7.0 (037.00E09044A)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1457828696.244052	CBELEIzPGqxoVMFzb	10.180.226.118	52672	23.67.242.26	80	1805	HEAD	a748avodsls3us-s.akamaihd.net	/d/1$A3VN4E5F7BBC7S,44860091/ondemand/9317/c22c/061c/4f11-94d8-b580d4038ce5/46dfee1e-01fc-48d8-96b7-001870240c46.ism/QualityLevels(2000000)/Fragments(video=10570560000)	-	-	Roku/DVP-7.0 (037.00E09044A)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
